survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,embarked_Q,embarked_S
0,2,0,-0.1814872444684187,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,3,0,1.6629089952425695,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,0,0.6638610320657843,1,0,1.163700193253568,First,man,True,C,Southampton,yes,False,False,True
0,3,0,-0.5657364610748746,0,0,-0.4601623283443675,Third,man,True,,Southampton,no,True,False,True
1,2,0,-0.7962859910387481,0,0,-0.43700743807979686,Second,man,True,,Southampton,yes,True,False,True
0,3,0,-0.6810112260568114,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,2,0,-0.8731358343600393,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,3,1,-0.13565761536436197,Third,woman,False,,Southampton,no,False,False,True
1,1,1,0.4333115021019107,1,0,1.0323213593611125,First,woman,False,C,Southampton,yes,False,False,True
0,3,0,-0.027787557825836348,0,0,-0.4918744606632361,Third,man,True,,Southampton,no,True,False,True
0,2,0,2.277707741812899,0,0,-0.3766033765200472,Second,man,True,,Southampton,no,True,False,True
1,3,1,-1.8721837975368247,4,2,-0.016444159470040135,Third,child,False,,Southampton,yes,False,False,True
0,2,0,-0.41203677443229225,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,0,0,-0.49640476528021726,Third,woman,False,,Southampton,no,True,False,True
0,2,0,1.1249600919935314,1,0,-0.12491978668775715,Second,man,True,,Southampton,no,False,False,True
1,2,1,-1.6416342675729512,0,2,-0.11988611489111134,Second,child,False,,Southampton,yes,False,False,True
0,2,0,-0.7962859910387481,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,2,0,0.27961181545932834,0,0,-0.4012683683236117,Second,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,1,0,-0.3573908580066095,Third,woman,False,,Cherbourg,no,False,False,False
1,3,1,-0.10463740114712752,1,0,-0.3363340021468808,Third,woman,False,,Queenstown,yes,False,True,False
0,2,0,-0.027787557825836348,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.5657364610748746,0,0,-0.5049620073345151,Third,man,True,,Southampton,no,True,False,True
0,3,0,0.04906228549545483,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,no,True,False,False
0,1,0,1.1249600919935314,2,0,1.163700193253568,First,man,True,C,Queenstown,no,False,True,False
0,3,1,-0.33518693111100106,0,0,-0.4918744606632361,Third,woman,False,,Southampton,no,True,False,True
1,2,1,-0.41203677443229225,0,2,-0.35646868933346404,Second,woman,False,,Southampton,yes,False,False,True
1,1,0,0.5870111887444931,1,1,0.40974072380221066,First,man,True,D,Southampton,yes,False,False,True
0,2,0,1.893458525206443,1,0,-0.12491978668775715,Second,man,True,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.027787557825836348,1,1,-0.43776248884929375,Third,woman,False,G,Southampton,no,False,False,True
0,1,0,2.5082572717767726,0,0,-0.11384570873513637,First,man,True,C,Southampton,no,True,False,True
0,3,0,0.04906228549545483,1,0,-0.32425318983493084,Third,man,True,,Southampton,no,False,False,True
0,3,1,0.8944105620296577,0,2,-0.2414492887801075,Third,woman,False,,Southampton,no,False,False,True
1,3,1,-0.027787557825836348,0,2,-0.3414522396297103,Third,woman,False,,Cherbourg,yes,False,False,False
1,1,1,-0.10463740114712752,0,0,0.9462455716384695,First,woman,False,,Cherbourg,yes,True,False,False
1,1,1,0.04906228549545483,0,0,1.093228788100527,First,woman,False,B,Southampton,yes,True,False,True
1,1,1,0.4333115021019107,0,0,9.667166525013505,First,woman,False,,Cherbourg,yes,True,False,False
1,2,1,1.5860591519212783,0,1,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
1,3,0,-2.025883484179407,4,2,-0.016444159470040135,Third,child,False,,Southampton,yes,False,False,True
0,1,0,1.7397588385638607,1,1,0.955306180872432,First,man,True,E,Southampton,no,False,False,True
0,1,0,0.8175607187083667,0,0,-0.6484216535389205,First,man,True,B,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,no,True,True,False
0,2,0,0.5101613454232019,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,0,-1.0268355210026217,4,1,0.1506737441786005,Third,man,True,,Southampton,no,False,False,True
1,3,0,-0.33518693111100106,1,0,-0.4918744606632361,Third,man,True,,Southampton,yes,False,False,True
1,1,1,2.200857898491608,0,1,2.441497778832105,First,woman,False,C,Southampton,yes,False,False,True
1,1,1,0.4333115021019107,0,0,2.0825124140450755,First,woman,False,C,Southampton,yes,True,False,True
0,1,0,-0.10463740114712752,0,0,-0.024246350754841113,First,man,True,,Southampton,no,True,False,True
1,3,0,-0.33518693111100106,0,0,-0.6484216535389205,Third,man,True,,Southampton,yes,True,False,True
1,2,1,0.8944105620296577,0,1,-0.255795253400548,Second,woman,False,,Southampton,yes,False,False,True
0,1,0,0.5870111887444931,0,1,-0.05042144409739929,First,man,True,C,Cherbourg,no,False,False,False
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,yes,True,True,False
1,1,1,2.585107115098064,1,0,0.921244330558889,First,woman,False,D,Southampton,yes,False,False,True
0,3,1,1.2018099353148226,0,0,-0.49237782784290063,Third,woman,False,,Southampton,no,True,False,True
0,2,0,-0.10463740114712752,0,0,-0.6484216535389205,Second,man,True,,Southampton,no,True,False,True
0,3,0,-1.7184841108942424,4,1,-0.06199888922968463,Third,child,False,,Queenstown,no,False,True,False
1,3,1,0.4333115021019107,1,1,-0.24069423801061057,Third,woman,False,,Southampton,yes,False,False,True
0,3,0,2.738806801740646,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
0,3,0,-0.10463740114712752,0,0,-0.4902797934380587,Third,man,True,,Southampton,no,True,False,True
0,3,0,-1.0268355210026217,0,0,-0.45714212526638004,Third,man,True,,Southampton,no,True,False,True
1,3,0,-0.7962859910387481,0,0,-0.4863374216869257,Third,man,True,,Southampton,yes,True,False,True
0,1,0,-0.10463740114712752,0,0,-0.12491978668775715,First,man,True,A,Southampton,no,True,False,True
0,3,0,0.27961181545932834,0,0,-0.47400492578514347,Third,man,True,,Cherbourg,no,True,False,False
1,3,0,0.04906228549545483,0,0,-0.45714212526638004,Third,man,True,,Southampton,yes,True,False,True
0,3,0,-0.5657364610748746,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,2,0,0.9712604053509489,0,0,-0.3866707201133388,Second,man,True,,Southampton,yes,True,False,True
1,3,1,-0.5657364610748746,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,yes,True,True,False
1,1,1,-0.2583370877897099,0,0,0.9391984311231651,First,woman,False,,Southampton,yes,True,False,True
1,1,1,-0.7962859910387481,1,0,1.1854295476653287,First,woman,False,B,Cherbourg,yes,False,False,False
0,2,0,0.5101613454232019,0,0,-0.3891875560116617,Second,man,True,D,Cherbourg,no,True,False,False
0,3,1,-0.41203677443229225,0,0,-0.4702296719376591,Third,woman,False,,Southampton,no,True,False,True
0,3,0,-0.41203677443229225,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.10463740114712752,0,0,-0.09027201697708476,First,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.45046169609293785,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
0,1,1,-2.1027333275006983,1,2,2.4029901895877646,First,child,False,C,Southampton,no,False,False,True
1,1,0,-0.10463740114712752,0,0,-0.034313694348132716,First,man,True,C,Southampton,yes,True,False,True
1,1,1,1.5860591519212783,0,1,4.335332226633905,First,woman,False,B,Cherbourg,yes,False,False,False
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,yes,True,True,False
1,3,0,-0.10463740114712752,2,0,-0.18029017645086096,Third,man,True,,Queenstown,yes,False,True,False
0,3,0,-0.7962859910387481,0,0,-0.6484216535389205,Third,man,True,,Southampton,no,True,False,True
1,2,1,-0.10463740114712752,0,0,-0.3997582667846179,Second,woman,False,E,Queenstown,yes,True,True,False
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,1,0,-2.1857311582876924,1,2,2.4029901895877646,First,child,False,C,Southampton,yes,False,False,True
1,1,1,-0.10463740114712752,0,0,1.5841789061771412,First,woman,False,,Cherbourg,yes,True,False,False
1,1,1,-0.9499856776813305,1,0,1.5442457810799908,First,woman,False,C,Cherbourg,yes,False,False,False
0,2,0,0.04906228549545483,1,0,-0.16518916106092355,Second,man,True,,Cherbourg,no,False,False,False
1,1,1,0.04906228549545483,0,0,0.49782998024351216,First,woman,False,E,Cherbourg,yes,True,False,False
1,1,1,-0.41203677443229225,0,0,1.0259447039291216,First,woman,False,C,Cherbourg,yes,True,False,False
1,1,1,-0.8731358343600393,2,2,4.634416897040849,First,woman,False,B,Cherbourg,yes,False,False,False
0,2,1,-0.2583370877897099,1,1,-0.12491978668775715,Second,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,2,0,1.0481102486722402,1,1,-0.11988611489111134,Second,man,True,,Southampton,no,False,False,True
1,3,1,-0.2583370877897099,0,0,-0.4902797934380587,Third,woman,False,,Southampton,yes,True,False,True
1,2,1,-0.41203677443229225,1,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
0,2,0,1.893458525206443,0,0,-0.36653603292675563,Second,man,True,,Southampton,no,True,False,True
1,1,1,0.12591212881674602,0,2,2.671117778445337,First,woman,False,C,Southampton,yes,False,False,True
1,1,1,0.8175607187083667,1,1,2.059693773056521,First,woman,False,E,Cherbourg,yes,False,False,False
0,3,0,-0.5657364610748746,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.1814872444684187,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,2,1,0.04906228549545483,0,0,-0.3997582667846179,Second,woman,False,,Queenstown,yes,True,True,False
1,2,1,-0.5657364610748746,1,1,-0.06451572512800753,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,8,2,0.7519458402879414,Third,man,True,,Southampton,no,False,False,True
1,1,1,0.5101613454232019,0,0,2.0825124140450755,First,woman,False,C,Cherbourg,yes,True,False,False
0,3,0,2.4314074284554814,0,0,-0.5228315422126077,Third,man,True,,Southampton,no,True,False,True
1,2,1,0.5101613454232019,0,0,-0.3866707201133388,Second,woman,False,D,Southampton,yes,True,False,True
1,3,1,0.12591212881674602,1,1,-0.2351571990343002,Third,woman,False,,Southampton,yes,False,False,True
1,1,1,-1.0268355210026217,0,1,0.5189714017894245,First,woman,False,B,Cherbourg,yes,False,False,False
1,3,1,-0.10463740114712752,2,0,-0.18029017645086096,Third,woman,False,,Queenstown,yes,False,True,False
0,1,0,1.2402348569754682,0,0,-0.07458306872129913,First,man,True,C,Southampton,no,True,False,True
0,1,0,0.6638610320657843,0,1,2.441497778832105,First,man,True,C,Southampton,no,False,False,True
0,3,0,-1.0268355210026217,2,0,-0.2859972841804228,Third,man,True,,Southampton,no,False,False,True
1,1,1,-0.10463740114712752,1,0,2.042579288947925,First,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.027787557825836348,1,0,0.6925485130875209,First,man,True,C,Southampton,no,False,False,True
1,1,1,0.8944105620296577,0,0,2.059693773056521,First,woman,False,E,Cherbourg,yes,True,False,False
1,3,0,1.2018099353148226,0,0,-0.4863374216869257,Third,man,True,,Southampton,yes,True,False,True
0,1,0,1.2018099353148226,0,0,0.06635974158478332,First,man,True,,Southampton,no,True,False,True
1,2,0,-2.1027333275006983,1,1,-0.12491978668775715,Second,child,False,F,Southampton,yes,False,False,True
1,1,1,-0.41203677443229225,3,2,4.647001076532463,First,woman,False,C,Southampton,yes,False,False,True
0,2,0,-0.10463740114712752,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,2,0,-0.33518693111100106,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,2,0,0.5101613454232019,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
1,2,1,-0.41203677443229225,0,0,-0.3866707201133388,Second,woman,False,F,Southampton,yes,True,False,True
1,2,1,0.8175607187083667,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
1,3,1,-0.10463740114712752,1,0,-0.32425318983493084,Third,woman,False,,Southampton,yes,False,False,True
1,3,0,-2.025883484179407,1,1,-0.32828012727224753,Third,child,False,,Southampton,yes,False,False,True
0,3,0,0.9712604053509489,0,0,-0.47400492578514347,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.48888661775358344,0,0,-0.4626791642426904,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.10463740114712752,0,0,0.05629239799149171,First,man,True,C,Southampton,no,True,False,True
0,3,0,-1.1036853643239128,1,1,-0.5028639729296732,Third,child,False,,Cherbourg,no,False,False,False
0,3,0,-0.33518693111100106,1,0,-0.29002422161773944,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.10463740114712752,0,0,-0.45714212526638004,Third,man,True,,Southampton,no,True,False,True
1,1,1,-0.5657364610748746,0,1,0.4589861417231558,First,woman,False,E,Southampton,yes,False,False,True
0,2,1,0.6638610320657843,0,0,-0.3866707201133388,Second,woman,False,,Southampton,no,True,False,True
1,3,1,-0.10463740114712752,0,0,-0.48977642625839407,Third,woman,False,,Queenstown,yes,True,True,False
1,3,1,-0.10463740114712752,0,0,-0.48977642625839407,Third,woman,False,,Queenstown,yes,True,True,False
0,3,0,0.8175607187083667,1,4,-0.08666388103324908,Third,man,True,,Southampton,no,False,False,True
0,2,0,-0.027787557825836348,1,0,-0.09027201697708476,Second,man,True,,Cherbourg,no,False,False,False
0,3,1,1.2018099353148226,0,1,-0.3573908580066095,Third,woman,False,,Cherbourg,no,False,False,False
0,3,0,0.4333115021019107,0,0,-0.5064721088735089,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,1,0,-0.3363340021468808,Third,man,True,,Queenstown,no,False,True,False
0,3,0,0.04906228549545483,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
1,1,1,2.3545575851341902,1,0,0.8667135572514657,First,woman,False,D,Cherbourg,yes,False,False,False
1,3,1,-0.10463740114712752,0,0,-0.5028639729296732,Third,woman,False,,Cherbourg,yes,True,False,False
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,yes,True,True,False
1,1,1,-0.41203677443229225,0,0,0.7469121684912956,First,woman,False,B,Cherbourg,yes,True,False,False
1,1,0,-0.33518693111100106,1,0,0.4678796330534696,First,man,True,E,Cherbourg,yes,False,False,False
0,3,0,-0.8731358343600393,1,0,-0.5176307525123133,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.7962859910387481,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.5657364610748746,0,0,2.0825124140450755,First,man,True,,Cherbourg,no,True,False,False
0,3,1,-2.025883484179407,3,1,-0.22408312108167944,Third,child,False,,Southampton,no,False,False,True
1,1,1,-0.10463740114712752,1,0,1.0060617003323709,First,woman,False,,Cherbourg,yes,False,False,False
1,3,1,-0.5657364610748746,0,0,-0.5024451714361923,Third,woman,False,,Southampton,yes,True,False,True
0,1,0,-0.1814872444684187,0,2,3.610064686423428,First,man,True,C,Cherbourg,no,False,False,False
0,3,0,-0.719436147717457,0,0,-0.5676312212027554,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.7962859910387481,0,0,-0.4918744606632361,Third,man,True,,Southampton,no,True,False,True
1,1,1,0.9712604053509489,0,0,3.9327230485884233,First,woman,False,,Cherbourg,yes,True,False,False
1,3,1,-2.1795831708219895,0,2,-0.33146744825388363,Third,child,False,,Cherbourg,yes,False,False,False
0,3,0,0.20276197213803718,0,0,-0.4888542575852486,Third,man,True,,Southampton,no,True,False,True
1,1,1,0.4333115021019107,1,0,0.39858208016340624,First,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,2,0,-0.8731358343600393,0,0,0.8314778546749452,Second,man,True,,Southampton,no,True,False,True
0,3,0,-2.1795831708219895,5,2,0.2958951755118318,Third,child,False,,Southampton,no,False,False,True
1,2,1,0.5101613454232019,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.49279662933638163,Third,man,True,,Queenstown,no,True,True,False
1,2,1,-0.9499856776813305,0,0,-0.40680540729992204,Second,woman,False,,Cherbourg,yes,True,False,False
1,1,0,0.5101613454232019,1,2,1.7677408088510642,First,man,True,B,Southampton,yes,False,False,True
1,3,0,-0.6425863043961658,0,0,-0.49145565916975514,Third,man,True,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,2,0,-0.4888542575852486,Third,man,True,,Southampton,no,False,False,True
1,1,1,-0.48888661775358344,1,0,1.6323350375212924,First,woman,False,D,Cherbourg,yes,False,False,False
1,3,1,-0.41203677443229225,0,2,-0.312172377522981,Third,woman,False,G,Southampton,yes,False,False,True
0,3,0,-0.5657364610748746,0,0,-0.49145565916975514,Third,man,True,,Southampton,no,True,False,True
0,3,1,0.12591212881674602,0,0,-0.4902797934380587,Third,woman,False,,Southampton,no,True,False,True
0,2,0,1.2786597786361138,0,0,-0.12491978668775715,Second,man,True,,Southampton,no,True,False,True
0,2,0,-0.48888661775358344,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
1,2,1,-0.10463740114712752,0,0,-0.393717860628643,Second,woman,False,,Southampton,yes,True,False,True
1,3,0,0.7407108753870755,0,0,-0.4888542575852486,Third,man,True,,Southampton,yes,True,False,True
0,3,0,-0.2583370877897099,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.6425863043961658,1,0,-0.4505983519307405,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,1,0,-0.32928686163157667,Third,man,True,,Southampton,no,False,False,True
0,3,1,-0.719436147717457,0,0,-0.47400492578514347,Third,woman,False,,Southampton,no,True,False,True
0,2,0,0.35646165878061953,1,0,-0.22559322262067316,Second,man,True,,Southampton,no,False,False,True
0,3,0,1.6629089952425695,0,0,-0.49237782784290063,Third,man,True,,Southampton,no,True,False,True
1,2,0,-2.025883484179407,1,1,-0.2708962687904854,Second,child,False,,Southampton,yes,False,False,True
0,3,0,-0.6425863043961658,0,0,-0.4918744606632361,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,3,1,-0.13565761536436197,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.5103319284071769,Third,man,True,,Queenstown,no,True,True,False
1,1,1,0.27961181545932834,1,0,1.163700193253568,First,woman,False,C,Queenstown,yes,False,True,False
0,2,0,-0.10463740114712752,0,0,-0.6484216535389205,Second,man,True,,Southampton,no,True,False,True
1,3,0,1.1249600919935314,0,0,-0.4888542575852486,Third,man,True,,Southampton,yes,True,False,True
0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,Third,woman,False,,Southampton,no,True,False,True
1,2,1,0.35646165878061953,1,1,0.005955680025033696,Second,woman,False,,Southampton,yes,False,False,True
1,2,1,-0.8731358343600393,0,2,-0.3866707201133388,Second,woman,False,,Southampton,yes,False,False,True
0,2,0,0.04906228549545483,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,3,1,-1.4879345809303688,0,2,-0.1621689579829361,Third,child,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.6425863043961658,0,0,-0.49271407711891657,Third,man,True,,Queenstown,no,True,True,False
0,3,0,-0.027787557825836348,0,0,-0.4898609919445778,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,1,1,-0.35848215805212236,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.8731358343600393,1,1,-0.2414492887801075,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
1,2,1,-0.10463740114712752,1,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
1,2,1,-0.7962859910387481,0,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
1,3,0,0.20276197213803718,0,0,-0.4863374216869257,Third,man,True,E,Southampton,yes,True,False,True
1,1,0,-0.10463740114712752,0,0,-0.11384570873513637,First,man,True,C,Southampton,yes,True,False,True
1,3,1,-0.10463740114712752,1,0,-0.32425318983493084,Third,woman,False,,Southampton,yes,False,False,True
1,2,1,0.9712604053509489,1,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.9499856776813305,0,0,-0.5049620073345151,Third,man,True,,Southampton,no,True,False,True
0,1,0,1.5860591519212783,1,0,0.4771073601910807,First,man,True,E,Southampton,no,False,False,True
1,1,1,-1.180535207645204,1,2,1.7677408088510642,First,child,False,B,Southampton,yes,False,False,True
0,3,1,-0.6425863043961658,2,2,0.04370821849987721,Third,woman,False,,Southampton,no,False,False,True
1,2,1,-0.41203677443229225,2,3,-0.2708962687904854,Second,woman,False,,Southampton,yes,False,False,True
0,1,0,2.661956958419355,1,4,4.647001076532463,First,man,True,C,Southampton,no,False,False,True
0,2,0,0.12591212881674602,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
1,2,1,1.2018099353148226,1,1,-0.11988611489111134,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.719436147717457,0,0,-0.45714212526638004,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.33518693111100106,1,0,-0.4918744606632361,Third,man,True,,Southampton,no,False,False,True
