survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,embarked_Q,embarked_S
1,2,1,-0.10463740114712752,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
1,3,0,-0.10463740114712752,0,0,-0.48507900373776425,Third,man,True,,Southampton,yes,True,False,True
1,1,0,-1.949033640858116,0,2,0.9997696105865636,First,child,False,A,Southampton,yes,False,False,True
1,2,1,-1.2573850509664952,0,1,-0.255795253400548,Second,child,False,,Southampton,yes,False,False,True
1,1,0,0.35646165878061953,0,0,-0.11384570873513637,First,man,True,,Southampton,yes,True,False,True
1,3,1,-1.8721837975368247,2,1,-0.26066180729354516,Third,child,False,,Cherbourg,yes,False,False,False
1,1,0,1.7397588385638607,0,0,-0.034313694348132716,First,man,True,C,Southampton,yes,True,False,True
0,2,0,0.5101613454232019,1,2,-0.08968408411123653,Second,man,True,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,1,0,-0.2463983948905696,Third,man,True,,Southampton,no,False,False,True
0,1,0,0.04906228549545483,0,0,-0.08968408411123653,First,man,True,C,Cherbourg,no,True,False,False
1,1,0,1.5092093085999871,1,0,1.145663540471827,First,man,True,C,Cherbourg,yes,False,False,False
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,3,0,-0.027787557825836348,0,0,-0.4894421904510968,Third,man,True,,Cherbourg,yes,True,False,False
0,1,0,2.738806801740646,0,0,-0.11384570873513637,First,man,True,E,Southampton,no,True,False,True
1,1,1,-0.10463740114712752,1,0,0.395813560675251,First,woman,False,D,Southampton,yes,False,False,True
1,2,1,1.5860591519212783,0,0,-0.43700743807979686,Second,woman,False,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
1,1,0,1.432359465278696,0,0,-0.11384570873513637,First,man,True,E,Southampton,yes,True,False,True
0,3,0,0.35646165878061953,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,1,0,1.3555096219574048,0,0,0.12676380314453292,First,man,True,E,Southampton,no,True,False,True
0,2,0,1.432359465278696,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,0.6638610320657843,0,0,-0.5064721088735089,Third,man,True,,Southampton,no,True,False,True
0,2,0,-0.10463740114712752,0,0,-0.6484216535389205,Second,man,True,,Southampton,no,True,False,True
0,1,0,2.0471582118490255,0,0,-0.11384570873513637,First,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4928811950225652,Third,man,True,,Queenstown,no,True,True,False
1,3,1,-2.1987956316523123,2,1,-0.26066180729354516,Third,child,False,,Cherbourg,yes,False,False,False
0,3,0,-0.10463740114712752,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,3,0,0.6638610320657843,0,0,-0.47400492578514347,Third,man,True,,Southampton,no,True,False,True
1,2,1,0.27961181545932834,1,2,-0.08968408411123653,Second,woman,False,,Southampton,yes,False,False,True
1,2,1,-0.48888661775358344,0,0,-0.3707300882677209,Second,woman,False,D,Cherbourg,yes,True,False,False
0,3,1,-0.5657364610748746,0,0,-0.45034666834090825,Third,woman,False,,Southampton,no,True,False,True
0,1,0,-0.10463740114712752,0,0,0.39858208016340624,First,man,True,A,Southampton,no,True,False,True
0,2,0,0.35646165878061953,1,0,-0.22559322262067316,Second,man,True,,Southampton,no,False,False,True
0,3,0,-0.027787557825836348,1,0,-0.5065566745596926,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.5657364610748746,0,0,-0.4969926981460655,Third,man,True,,Southampton,no,True,False,True
1,3,1,-2.1027333275006983,0,1,-0.4010166847337793,Third,child,False,,Southampton,yes,False,False,True
0,3,0,-1.56478442425166,5,2,0.2958951755118318,Third,child,False,,Southampton,no,False,False,True
0,2,0,-0.10463740114712752,0,0,-0.6484216535389205,Second,man,True,,Southampton,no,True,False,True
0,3,0,1.5860591519212783,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,3,1,2.585107115098064,0,0,-0.455380340137554,Third,woman,False,,Southampton,yes,True,False,True
1,1,0,-0.33518693111100106,1,0,1.1854295476653287,First,man,True,B,Cherbourg,yes,False,False,False
0,3,1,-0.10463740114712752,3,1,-0.13565761536436197,Third,woman,False,,Southampton,no,False,False,True
1,1,1,0.4333115021019107,1,0,1.163700193253568,First,woman,False,C,Southampton,yes,False,False,True
0,1,0,2.200857898491608,0,0,-0.05042144409739929,First,man,True,B,Cherbourg,no,True,False,False
0,3,0,0.04906228549545483,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,3,0,-1.56478442425166,1,1,-0.32828012727224753,Third,child,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,1,0,-0.2463983948905696,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.6425863043961658,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,1,0,1.9703083685277343,0,0,-0.034313694348132716,First,man,True,C,Southampton,no,True,False,True
0,1,0,3.1999058616683933,0,0,0.3483299278831318,First,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.6425863043961658,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.3573083057891445,Third,man,True,,Cherbourg,no,True,False,False
1,1,1,1.893458525206443,1,0,0.9274538680872313,First,woman,False,D,Cherbourg,yes,False,False,False
0,3,0,-0.10463740114712752,0,0,-0.3443878770215141,Third,man,True,,Southampton,no,True,False,True
0,1,1,-0.33518693111100106,1,2,2.4029901895877646,First,woman,False,C,Southampton,no,False,False,True
0,3,0,-0.41203677443229225,0,0,-0.49145565916975514,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.9499856776813305,0,0,-0.47400492578514347,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.6425863043961658,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,no,True,True,False
0,3,1,-0.10463740114712752,0,0,-0.4948100980550399,Third,woman,False,,Queenstown,no,True,True,False
0,3,1,0.5870111887444931,0,0,-0.455380340137554,Third,woman,False,,Southampton,no,True,False,True
1,1,1,-1.0268355210026217,0,0,1.093228788100527,First,woman,False,B,Southampton,yes,True,False,True
0,1,0,-0.8731358343600393,1,0,1.5442457810799908,First,man,True,C,Cherbourg,no,False,False,False
1,2,1,0.27961181545932834,0,2,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
1,1,0,-0.10463740114712752,0,0,-0.11384570873513637,First,man,True,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.1948878246611338,Third,man,True,,Southampton,no,True,False,True
1,3,0,-0.2583370877897099,0,0,0.48910360681684706,Third,man,True,,Southampton,yes,True,False,True
1,3,0,-0.027787557825836348,0,0,-0.49237782784290063,Third,man,True,,Queenstown,yes,True,True,False
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,1,0,0.5101613454232019,0,0,-0.11913106412161445,First,man,True,E,Southampton,yes,True,False,True
1,1,1,1.893458525206443,1,0,0.5475787653441219,First,woman,False,,Cherbourg,yes,False,False,False
0,3,0,-0.41203677443229225,0,0,-0.4974960653257301,Third,man,True,,Southampton,no,True,False,True
0,1,0,1.3555096219574048,0,0,0.036576512298389464,First,man,True,D,Southampton,no,True,False,True
1,2,1,0.35646165878061953,0,0,-0.43700743807979686,Second,woman,False,F,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.1621689579829361,Third,man,True,,Queenstown,no,True,True,False
1,2,1,0.5101613454232019,1,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,0.20276197213803718,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,1,0.04906228549545483,0,0,1.2341715984066093,First,woman,False,B,Southampton,yes,True,False,True
0,3,0,-0.5657364610748746,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,no,True,False,False
1,1,1,1.1249600919935314,0,1,0.5189714017894245,First,woman,False,B,Cherbourg,yes,False,False,False
0,3,0,-0.10463740114712752,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,0.8559856403690123,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
1,2,1,1.5860591519212783,0,0,-0.43700743807979686,Second,woman,False,,Southampton,yes,True,False,True
0,1,0,-0.10463740114712752,0,0,3.817033162951754,First,man,True,C,Southampton,no,True,False,True
0,3,0,0.7407108753870755,0,0,-0.4888542575852486,Third,man,True,,Southampton,no,True,False,True
0,2,0,-0.48888661775358344,2,1,-0.41687275089321363,Second,man,True,,Southampton,no,False,False,True
1,2,1,-2.1027333275006983,1,1,-0.12491978668775715,Second,child,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.9499856776813305,1,1,-0.5028639729296732,Third,man,True,,Cherbourg,no,False,False,False
1,3,1,-0.10463740114712752,0,2,-0.19824427701513722,Third,woman,False,,Cherbourg,yes,False,False,False
0,3,1,0.04906228549545483,0,0,-0.47400492578514347,Third,woman,False,,Southampton,no,True,False,True
1,2,1,-1.7184841108942424,0,2,-0.11988611489111134,Second,child,False,,Southampton,yes,False,False,True
0,1,0,1.2018099353148226,0,0,-0.11384570873513637,First,man,True,B,Southampton,no,True,False,True
1,1,1,0.04906228549545483,0,0,1.4944124302931971,First,woman,False,,Cherbourg,yes,True,False,False
0,3,0,-0.10463740114712752,0,0,-0.35646868933346404,Third,man,True,,Southampton,no,True,False,True
1,1,1,-0.5657364610748746,0,2,0.3482453621969482,First,woman,False,B,Cherbourg,yes,False,False,False
1,1,1,0.5101613454232019,0,2,0.7811411367084872,First,woman,False,B,Southampton,yes,False,False,True
0,3,1,-1.56478442425166,4,2,-0.01870931177853076,Third,child,False,,Southampton,no,False,False,True
0,3,1,-1.4110847376090776,4,2,-0.01870931177853076,Third,child,False,,Southampton,no,False,False,True
1,2,0,0.20276197213803718,1,0,-0.12491978668775715,Second,man,True,,Southampton,yes,False,False,True
0,1,0,1.5860591519212783,1,0,1.4944124302931971,First,man,True,C,Cherbourg,no,False,False,False
0,1,0,2.661956958419355,0,0,-0.12491978668775715,First,man,True,,Southampton,no,True,False,True
1,2,1,-0.7962859910387481,1,0,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
1,2,0,-0.10463740114712752,0,0,-0.3693045524149108,Second,man,True,,Cherbourg,yes,True,False,False
0,3,0,0.27961181545932834,1,1,-0.2351571990343002,Third,man,True,,Southampton,no,False,False,True
1,2,0,-1.6416342675729512,1,1,0.09152810056801232,Second,child,False,,Southampton,yes,False,False,True
1,1,0,-0.9499856776813305,0,2,1.5841789061771412,First,man,True,C,Cherbourg,yes,False,False,False
0,2,0,-0.1814872444684187,0,0,-0.12491978668775715,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.49078316061772326,Third,man,True,,Queenstown,no,True,True,False
1,3,0,-0.5657364610748746,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,yes,True,False,False
1,3,1,-0.5657364610748746,0,0,-0.4918744606632361,Third,woman,False,,Southampton,yes,True,False,True
0,1,0,2.5082572717767726,0,0,-0.11384570873513637,First,man,True,,Southampton,no,True,False,True
1,1,1,1.432359465278696,1,0,0.1489119590497745,First,woman,False,A,Cherbourg,yes,False,False,False
0,1,0,-0.10463740114712752,0,0,3.9327230485884233,First,man,True,,Cherbourg,no,True,False,False
1,1,1,0.7407108753870755,1,1,0.955306180872432,First,woman,False,E,Southampton,yes,False,False,True
1,3,1,0.5101613454232019,1,0,-0.29807809649237277,Third,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
0,3,0,0.8175607187083667,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,2,0,-0.10463740114712752,0,0,-0.3766033765200472,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,0,0,-0.4863374216869257,Third,woman,False,,Southampton,no,True,False,True
0,3,0,-0.41203677443229225,2,0,-0.1621689579829361,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.7962859910387481,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.027787557825836348,0,4,-0.22408312108167944,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
1,3,0,0.20276197213803718,0,0,-0.4902797934380587,Third,man,True,,Southampton,yes,True,False,True
1,2,0,2.5082572717767726,0,0,-0.43700743807979686,Second,man,True,,Southampton,yes,True,False,True
1,1,1,1.816608681885152,2,0,0.38809593507663365,First,woman,False,C,Southampton,yes,False,False,True
1,1,0,0.5101613454232019,0,0,-0.11711759540295616,First,man,True,E,Southampton,yes,True,False,True
1,3,1,-0.10463740114712752,0,0,-0.49237782784290063,Third,woman,False,,Queenstown,yes,True,True,False
0,3,0,-1.0268355210026217,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.7962859910387481,0,0,-0.35646868933346404,Third,man,True,,Southampton,no,True,False,True
1,2,1,0.35646165878061953,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
1,1,1,0.7407108753870755,1,0,0.4771073601910807,First,woman,False,E,Southampton,yes,False,False,True
0,3,1,-0.10463740114712752,1,0,-0.3573083057891445,Third,woman,False,,Cherbourg,no,False,False,False
1,3,0,0.20276197213803718,0,0,-0.4888542575852486,Third,man,True,,Southampton,yes,True,False,True
1,2,1,-0.33518693111100106,1,1,-0.04438103794142432,Second,woman,False,,Southampton,yes,False,False,True
1,1,1,0.7407108753870755,1,1,1.5841789061771412,First,woman,False,C,Cherbourg,yes,False,False,False
0,2,0,1.893458525206443,0,0,-0.12491978668775715,Second,man,True,,Southampton,no,True,False,True
0,1,0,0.5101613454232019,0,0,0.15948266982273065,First,man,True,A,Cherbourg,no,True,False,False
0,3,0,-0.10463740114712752,0,0,-0.47299819142581434,Third,man,True,,Cherbourg,no,True,False,False
1,1,1,-0.8731358343600393,0,2,0.955306180872432,First,woman,False,E,Southampton,yes,False,False,True
0,2,0,1.3555096219574048,0,0,-0.3464013457401724,Second,man,True,,Southampton,no,True,False,True
1,1,0,2.3545575851341902,1,1,0.9462455716384695,First,man,True,B,Cherbourg,yes,False,False,False
0,3,0,-0.5657364610748746,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,3,0,0.4333115021019107,0,0,-0.5049620073345151,Third,man,True,,Southampton,no,True,False,True
1,1,1,1.7397588385638607,1,0,0.9274538680872313,First,woman,False,D,Cherbourg,yes,False,False,False
0,3,0,1.3555096219574048,0,0,-0.5024451714361923,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.10463740114712752,0,2,-0.49237782784290063,Third,woman,False,,Queenstown,no,False,True,False
0,2,0,0.5870111887444931,1,0,-0.12491978668775715,Second,man,True,,Southampton,no,False,False,True
0,3,0,0.5101613454232019,1,1,-0.1621689579829361,Third,man,True,,Southampton,no,False,False,True
1,2,1,-0.10463740114712752,0,0,0.016023023618325298,Second,woman,False,,Southampton,yes,True,False,True
0,3,0,1.5092093085999871,0,0,-0.6484216535389205,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,no,True,False,False
1,1,0,1.5092093085999871,1,0,0.49782998024351216,First,man,True,A,Cherbourg,yes,False,False,False
1,2,1,-0.41203677443229225,2,1,-0.10478509950117394,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.10463740114712752,0,0,0.2052890831722074,First,man,True,,Southampton,no,True,False,True
0,3,0,1.1249600919935314,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,1,0,0.4333115021019107,0,0,-0.11384570873513637,First,man,True,,Cherbourg,yes,True,False,False
0,3,0,0.5101613454232019,1,0,-0.3353272677875516,Third,man,True,,Southampton,no,False,False,True
0,3,0,0.04906228549545483,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,0,-0.1814872444684187,0,0,-0.034313694348132716,First,man,True,,Southampton,yes,True,False,True
1,2,1,-0.5657364610748746,1,2,0.18876253192945994,Second,woman,False,,Cherbourg,yes,False,False,False
1,1,1,0.8175607187083667,0,0,2.441497778832105,First,woman,False,C,Southampton,yes,True,False,True
0,3,1,0.7407108753870755,1,5,-0.01870931177853076,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5064721088735089,Third,man,True,,Southampton,no,True,False,True
1,3,1,-0.10463740114712752,1,0,-0.3363340021468808,Third,woman,False,,Queenstown,yes,False,True,False
0,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
0,3,0,0.4333115021019107,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,2,1,-0.41203677443229225,1,2,0.6603330135889879,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,0.35646165878061953,1,1,-0.35848215805212236,Third,man,True,,Southampton,no,False,False,True
0,3,1,-0.2583370877897099,1,0,-0.32425318983493084,Third,woman,False,,Southampton,no,False,False,True
1,2,1,-1.949033640858116,2,1,0.13683114673782454,Second,child,False,F,Southampton,yes,False,False,True
0,2,0,-0.2583370877897099,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.1814872444684187,1,0,-0.3573908580066095,Third,man,True,,Cherbourg,no,False,False,False
1,1,0,0.9712604053509489,1,0,0.40974072380221066,First,man,True,D,Southampton,yes,False,False,True
1,3,0,-0.719436147717457,1,1,-0.33146744825388363,Third,man,True,,Cherbourg,yes,False,False,False
0,3,0,-0.6425863043961658,0,0,-0.4902797934380587,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.6425863043961658,0,0,-0.32425318983493084,Third,man,True,,Southampton,no,True,False,True
0,1,0,2.4314074284554814,0,0,0.002347544081197954,First,man,True,D,Southampton,no,True,False,True
0,2,0,2.1240080551703167,0,0,-0.3997582667846179,Second,man,True,,Queenstown,no,True,True,False
1,1,1,-0.6425863043961658,0,0,0.921244330558889,First,woman,False,D,Southampton,yes,True,False,True
0,3,0,-0.2583370877897099,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.49271407711891657,Third,man,True,,Queenstown,no,True,True,False
1,1,0,3.8915544515600136,0,0,-0.04438103794142432,First,man,True,A,Southampton,yes,True,False,True
0,3,0,1.6629089952425695,0,0,-0.5063875431873253,Third,man,True,,Southampton,no,True,False,True
1,1,0,0.20276197213803718,0,0,-0.034313694348132716,First,man,True,B,Cherbourg,yes,True,False,False
0,1,0,-0.10463740114712752,0,0,-0.6484216535389205,First,man,True,,Southampton,no,True,False,True
0,3,1,-1.56478442425166,3,2,-0.08666388103324908,Third,child,False,,Southampton,no,False,False,True
1,2,1,-0.10463740114712752,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
0,3,0,0.20276197213803718,0,0,-0.4888542575852486,Third,man,True,,Southampton,no,True,False,True
0,2,0,0.12591212881674602,1,1,-0.11988611489111134,Second,man,True,,Southampton,no,False,False,True
0,3,1,0.8944105620296577,0,5,0.1506737441786005,Third,woman,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,1,0,-0.32425318983493084,Third,man,True,,Southampton,no,False,False,True
0,3,0,-0.719436147717457,0,0,-0.4902797934380587,Third,man,True,,Southampton,no,True,False,True
1,1,1,-0.41203677443229225,0,0,0.7469121684912956,First,woman,False,B,Cherbourg,yes,True,False,False
0,3,1,-2.1027333275006983,3,2,-0.08666388103324908,Third,child,False,,Southampton,no,False,False,True
1,3,0,-0.10463740114712752,0,0,0.48910360681684706,Third,man,True,,Southampton,yes,True,False,True
1,3,1,-2.1987956316523123,2,1,-0.26066180729354516,Third,child,False,,Cherbourg,yes,False,False,False
1,1,0,1.432359465278696,1,0,0.8964967865378598,First,man,True,D,Cherbourg,yes,False,False,False
0,3,0,-0.7962859910387481,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,0,2.0471582118490255,0,0,0.06635974158478332,First,man,True,A,Cherbourg,yes,True,False,False
0,3,0,-0.10463740114712752,0,0,-0.49640476528021726,Third,man,True,,Southampton,no,True,False,True
1,3,1,-0.48888661775358344,0,0,-0.49640476528021726,Third,woman,False,,Southampton,yes,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,2,1,-0.8731358343600393,0,1,-0.18532384824750675,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,-0.6425863043961658,0,0,-0.47861979608830835,Third,man,True,,Southampton,no,True,False,True
1,3,1,-0.10463740114712752,0,0,-0.49078316061772326,Third,woman,False,,Queenstown,yes,True,True,False
0,3,1,-0.8731358343600393,0,0,-0.5125125150294839,Third,woman,False,,Queenstown,no,True,True,False
0,2,0,-0.41203677443229225,2,0,0.8314778546749452,Second,man,True,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,1,0.20276197213803718,1,1,-0.3363340021468808,Third,woman,False,,Queenstown,no,False,True,False
0,2,0,-0.48888661775358344,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
0,1,0,2.200857898491608,0,2,1.6323350375212924,First,man,True,D,Cherbourg,no,False,False,False
1,1,0,1.5860591519212783,2,0,2.042579288947925,First,man,True,,Southampton,yes,False,False,True
0,3,0,0.8175607187083667,0,0,-0.5029485386158568,Third,man,True,,Cherbourg,no,True,False,False
0,1,0,1.3555096219574048,0,0,-0.13322534515222276,First,man,True,E,Southampton,no,True,False,True
0,3,0,0.5101613454232019,0,0,-0.4974960653257301,Third,man,True,,Southampton,no,True,False,True
1,3,0,-0.719436147717457,1,0,-0.4888542575852486,Third,man,True,,Southampton,yes,False,False,True
0,2,0,0.20276197213803718,2,0,0.8314778546749452,Second,man,True,,Southampton,no,False,False,True
0,2,0,-0.33518693111100106,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
